urls,Domain,IP Address in URL,@ Symbol in URL,Length of URL,Depth of URL,"Redirection ""//"" in URL",http/https in Domain name,Using URL Shortening Services,"Prefix or Suffix ""-"" in Domain",DNS Record,Age of Domain,End Period of Domain
http://tinnhanh360.net/ceo-apple-microsoft-gop-mat-trong-%E2%80%9C100-nguoi-anh-huong-nhat%E2%80%9D-2015.html,tinnhanh360.net,1,0,109,1,0,0,0,0,1,1.0,2024-11-10 03:14:21
http://mic.com/articles/117386/something-truly-unfunny-happened-when-you-googled-the-word-joke,mic.com,1,0,94,3,0,0,0,0,1,30.0,2030-09-29 04:00:00
http://olx.ro/i2/hobby-sport-turism/biciclete-fitness/suplimente-alimentare/js/spring.js,olx.ro,1,0,88,6,0,0,0,0,1,18.0,2025-08-01 00:00:00
http://tinnhanh360.net/trung-quoc-truong-mam-non-bat-hoc-sinh-vua-quy-goi-vua-an-trua.html,tinnhanh360.net,1,0,90,1,0,0,0,0,1,1.0,2024-11-10 03:14:21
http://udn.com/news/story/7241/886682-TOMS%E6%89%BE%E5%88%B0%E9%8A%80%E5%BD%88-%E3%80%8C%E8%B3%A3%E4%B8%80%E6%8D%90%E4%B8%80%E3%80%8D%E5%85%AC%E7%9B%8A%E5%8A%A0%E9%80%9F,udn.com,1,0,169,4,0,0,0,0,1,25.0,2026-09-09 04:00:00
http://censor.net.ua/quotes/all/page/1/hero/0/category/0/interval/5/author/0/sortby/rate,censor.net.ua,1,0,88,14,0,0,0,0,1,,
http://torcache.net/torrent/E68885950C650BAED768AA90967B51E1F8399192.torrent?title=[kickass.to]american.sniper.2014.french.dvdrip.xvid.glups,torcache.net,1,0,140,2,0,0,0,0,1,13.0,2025-04-29 11:29:16
http://io9.com/stories-from-the-sets-of-mad-max-the-road-warrior-1702490722/+leahfinnegan,io9.com,1,0,89,2,0,0,0,0,1,24.0,2025-12-02 15:08:09
http://nypost.com/2015/05/11/with-crime-on-the-rise-jet-setting-de-blasio-hitting-the-road-again/,nypost.com,1,0,97,5,0,0,1,0,1,27.0,2025-09-28 04:00:00
http://kienthuc.net.vn/de-thi-dap-an/dap-an-de-thi-thu-vao-lop-10-mon-toan-chuyen-nguyen-hue-487231.html,kienthuc.net.vn,1,0,104,2,0,0,0,0,1,,
http://pitchfork.com/features/staff-lists/5949-the-top-100-singles-of-2000-04-part-one/,pitchfork.com,1,0,87,4,0,0,0,0,1,28.0,2024-10-12 04:00:00
http://pikabu.ru/tag/%D0%B4%D0%B5%D0%B2%D1%81%D1%82%D0%B2%D0%B5%D0%BD%D0%BD%D0%BE%D1%81%D1%82%D1%8C/hot,pikabu.ru,1,0,103,3,0,0,0,0,1,,
http://tinnhanh360.net/giong-hat-viet-2015-hai-huoc-voi-bo-anh-chibi-dang-yeu-ve-4-hlv-the-voice-2015.html,tinnhanh360.net,1,0,106,1,0,0,0,0,1,1.0,2024-11-10 03:14:21
http://smallseotools.com/blog/fundamental-seo-strategy-building-backlinks-vs-earning-them/,smallseotools.com,1,0,90,3,0,0,0,0,1,13.0,2027-09-06 02:49:00
http://indianexpress.com/article/technology/technology-others/pm-narendra-modi-to-review-national-optical-fibre-network-project-tomorrow/,indianexpress.com,1,0,137,5,0,0,0,0,1,22.0,2025-05-20 18:06:29
http://elitedaily.com/life/culture/alone-not-lonely-5-reasons-id-rather-know-me-than-get-to-know-you/1002741/,elitedaily.com,1,0,109,5,0,0,0,0,1,13.0,2030-08-30 17:16:40
http://censor.net.ua/quotes/all/page/1/hero/0/category/195/interval/5/author/0/sortby/date,censor.net.ua,1,0,90,14,0,0,0,0,1,,
http://emgn.com/s/this-artist-illustrates-sassy-comebacks-to-backhanded-compliments-that-all-women-experience1/,emgn.com,0,0,111,3,0,0,0,0,0,20.0,2025-06-20 18:57:38
http://metro.co.uk/2015/04/13/one-directions-louis-tomlinson-gets-over-eleanor-calder-split-with-manchester-night-out-5147484/,metro.co.uk,1,0,126,5,0,0,0,0,1,28.0,2028-06-17 00:00:00
http://olx.co.id/i2/keperluan-pribadi/perhiasan/cincin/keperluan-pribadi/perhiasan/cincin,olx.co.id,1,0,89,7,0,0,1,0,1,,
http://codecanyon.net/item/master-slider-wordpress-responsive-touch-slider/full_screen_preview/7467925,codecanyon.net,1,0,102,4,0,0,0,0,1,14.0,2025-10-29 02:40:57
http://cheezburger.com/70992641/orphan-black-has-too-many-clones?ref=rightarrow&siteId=8,cheezburger.com,1,0,88,2,0,0,0,0,1,18.0,2026-12-31 04:47:04
http://icicibank.com/Personal-Banking/offers/offer-detail.page?id=offer-thomascook-international-hotel-offer-20140701122650353,icicibank.com,1,0,126,3,0,0,0,0,1,28.0,2026-07-15 04:00:00
http://superuser.com/questions/914374/how-is-addressing-done-of-l1-l2-l3-cpu-caches-vs-ram-allocation,superuser.com,1,0,101,3,0,0,0,0,1,28.0,2025-02-02 11:59:59
http://interpark.com/product/MallDisplay.do?_method=Detail&sc.shopNo=0000100000&sc.dispNo=001930&sc.prdNo=3296112510&bm1=mid&bm2=hotsale_prd,interpark.com,1,0,140,2,0,0,0,0,1,28.0,2025-02-12 05:00:00
http://nymag.com/thecut/2013/08/lady-gaga-one-upped-selena-gomezs-vmas-outfit/slideshow/2012/08/01/lady_gaga,nymag.com,1,0,108,9,0,0,0,0,1,27.0,2024-11-01 04:00:00
http://buzzfil.net/article/5225/c-mignon/elle-sut-que-sa-chienne-avait-le-cancer-et-fit-une-chose-incroyable-pour-embellir-ses-derniers-jours-2.html?href=inner_website,buzzfil.net,1,0,167,4,0,0,0,0,1,9.0,2025-02-09 18:46:12
https://wmaraci.com/forum/sosyal-medya-ticareti/sosyal-medya-blog-paylasimi-yapacak-editor-araniyor-234692.html,wmaraci.com,1,0,111,3,0,0,0,0,1,14.0,2025-07-03 18:55:27
http://ecnavi.jp/redirect/?url=http://ad2.trafficgate.net/t/r/1/2270/86513_86513/0/AX%user_id%,ecnavi.jp,1,0,94,2,0,0,0,0,1,19.0,2025-01-31 00:00:00
http://distractify.com/post/related/id/554cea3c4a0c4bc5174f8861/skip/20/limit/10/back/0,distractify.com,1,0,87,10,0,0,0,0,1,11.0,2025-01-29 09:58:25
http://sfglobe.com/2015/01/18/scientists-place-household-objects-between-two-strong-magnets/,sfglobe.com,1,0,92,5,0,0,0,0,1,10.0,2026-02-25 00:44:07
http://sfglobe.com/2015/02/19/former-nurse-says-he-killed-30-patients-because-he-was-bored/?src=home_feed,sfglobe.com,1,0,105,5,0,0,0,0,1,10.0,2026-02-25 00:44:07
http://interpark.com/displaycorner/FreeMarket.do?_method=itemAreaList&area1=%BC%AD%BF%EF%C6%AF%BA%B0%BD%C3&area2=%BC%AD%B4%EB%B9%AE%B1%B8,interpark.com,1,0,137,2,0,0,0,0,1,28.0,2025-02-12 05:00:00
http://otomoto.pl/oferta/ford-transit-300l-dlugi-bogato-wyposazony-klimatyzacja-bagaznik-dachowy-ID6y53Xp.html,otomoto.pl,1,0,110,2,0,0,0,0,1,20.0,2025-06-14 17:25:27
https://twitter.com/share?url=http%3A%2F%2Fhubpages.com%2Fhub%2FHow-to-Write-a-Summary-Analysis-and-Response-Essay&text=How+to+Write+a+Summary%2C+Analysis%2C+and+Response+Essay+Paper+with+Examples,twitter.com,1,0,196,1,0,0,0,0,1,24.0,2025-01-21 16:28:17
http://ap.org/Content/Press-Release/2013/Papal-succession-style-guide-distributed-by-AP,ap.org,1,0,87,4,0,0,0,0,1,33.0,2028-07-24 04:00:00
http://correios.com.br/Para-governo/governo-municipal/solucoes-em-marketing/mala-direta-domiciliar,correios.com.br,1,0,98,4,0,0,0,0,1,26.0,2028-10-30 00:00:00
http://olx.co.id/i2/hobi-olahraga/alat-alat-musik/gitar-bass/hobi-olahraga/alat-alat-musik/gitar-bass,olx.co.id,1,0,101,7,0,0,1,0,1,,
http://mashable.com/category/small-business/2015/03/28/indiana-governor-to-introduce-clarification-to-religious-freedom-law-in-coming-weeks,mashable.com,1,0,139,6,0,0,0,0,1,19.0,2026-07-19 14:50:34
http://censor.net.ua/quotes/all/page/1/hero/0/category/165/interval/5/author/0/sortby/date,censor.net.ua,1,0,90,14,0,0,0,0,1,,
http://evernote.com/intl/es/register/?upgrade=premium&itemCode=premium-1year&offer=www_pricing_CTA,evernote.com,1,0,98,4,0,0,0,0,1,24.0,2030-01-20 04:38:40
https://hollywoodlife.com/2015/05/09/kylie-jenner-denies-being-high-as-fuck-snapchat-video-twitter-reaction/,hollywoodlife.com,1,0,108,5,0,0,0,0,1,24.0,2025-09-29 06:03:14
http://indianexpress.com/article/world/neighbours/thousands-spend-night-outdoors-as-death-toll-rises-in-nepal/2,indianexpress.com,1,0,111,5,0,0,0,0,1,22.0,2025-05-20 18:06:29
http://olx.co.id/papua-barat/q-%7Bq%7D/?utm_source=google&utm_medium=search&utm_campaign=search_organic,olx.co.id,1,0,103,3,0,0,1,0,1,,
http://motthegioi.vn/xa-hoi/hai-nu-tiep-vien-het-hon-khi-ong-khach-tip-100000-usd-188177.html,motthegioi.vn,0,0,93,2,0,0,0,0,0,,
http://slashdot.org/submission/4427395/baidu-unveils-what-it-calls-the-worlds-smartest-ai,slashdot.org,1,0,89,3,0,0,0,0,1,26.0,2024-10-04 04:00:00
http://correios.com.br/Para-governo/concessionarias-de-agua-e-energia/solucoes-em-marketing/correios-entrega-direta,correios.com.br,1,0,115,4,0,0,0,0,1,26.0,2028-10-30 00:00:00
http://stackoverflow.com/questions/30019882/providing-lapsed-time-on-social-network-post,stackoverflow.com,1,0,88,3,0,0,0,0,1,20.0,2025-02-02 11:59:59
http://icicibank.com/Personal-Banking/offers/offer-detail.page?id=offer-khaugalideals-offer-20140801174416130,icicibank.com,1,0,109,3,0,0,0,0,1,28.0,2026-07-15 04:00:00
http://askubuntu.com/questions/281036/dell-inspiron-15z-problems-booting-ubuntu-in-uefi-mode,askubuntu.com,1,0,92,3,0,0,0,0,1,14.0,2025-02-02 11:59:59
https://myspace.com/themahoganysessions/video/hozier-cherry-wine-mahogany-session/109563767,myspace.com,1,0,91,4,0,0,0,0,1,28.0,2029-02-23 05:00:00
https://twitter.com/home?status=%E3%83%8C%E3%81%91%E3%82%8B%EF%BC%81%E3%80%90%E5%B7%A8%E4%B9%B3%E3%80%91+http%3A%2F%2Fero-video.net%2Ft%2FFSlKT4Ir8cyeUe0m+%E3%82%B9%E3%83%AA%E3%83%A0%E3%83%9C%E3%82%A4%E3%83%B3+%23ero+%23douga+%23agesage,twitter.com,1,0,236,1,0,0,0,0,1,24.0,2025-01-21 16:28:17
http://olx.ua/list/q-%7Bq%7D/?utm_source=google&utm_medium=search&utm_campaign=search_organic&page=2,olx.ua,1,0,100,3,0,0,0,0,1,,
http://tobogo.net/cdsb/board.php?board=funnyvideo&bm=view&no=11596&category=&auth=&page=1&search=&keyword=&recom=,tobogo.net,1,0,113,2,0,0,0,0,1,7.0,2025-08-06 18:26:17
http://venturebeat.com/2014/04/15/can-we-finally-call-wordpress-maker-auttomatic-a-billion-dollar-company/,venturebeat.com,1,0,106,5,0,0,1,0,1,19.0,2025-03-14 17:41:22
http://conservativetribune.com/barack-obama-just-admitted-that-he-lied-to-get-elected-watch-video/,conservativetribune.com,1,0,98,2,0,0,0,0,1,10.0,2024-10-21 18:53:58
http://qz.com/332033/disenchanted-hong-kongers-are-preparing-to-escape-beijings-rule/,qz.com,1,0,85,3,0,0,0,0,1,25.0,2026-03-25 04:00:00
http://sprint.com/business/solutions/fleet_and_asset_management/index.html?INTNAV=ATG:HE:FleetTrailAssetMgmt,sprint.com,1,0,108,4,0,0,1,0,1,34.0,2025-03-13 04:00:00
https://lastpass.com/wp-content/plugins/vfb-pro/public/assets/js/intl-tel-input.min.js?ver=3.7.1,lastpass.com,1,0,96,7,0,0,0,0,1,19.0,2027-01-02 04:59:59
http://censor.net.ua/video_news/335550/my_ne_vstali_v_znak_protesta_protiv_voyiny_kak_yavleniya_onufriyi_obyasnil_svoyi_demarsh_vo_vremya_pochteniya,censor.net.ua,1,0,148,3,0,0,0,0,1,,
http://web.de/magazine/digital/blog/michael-sonntag/tolino-vision-2-pocketbook-sense-kindle-voyage-vergleich-30221684,web.de,1,0,117,5,0,0,0,0,1,,
http://qz.com/385821/poor-internet-for-poor-people-why-facebooks-internet-org-amounts-to-economic-racism/,qz.com,1,0,105,3,0,0,0,0,1,25.0,2026-03-25 04:00:00
http://plarium.com/ru/igri-strategii/voyni-prestolov/novosti/vampiry-v-tvoei-armii/,plarium.com,1,0,83,6,0,0,0,0,1,14.0,2025-04-04 20:54:03
http://olx.pl/i2/elektronika/telefony-komorkowe/motorola/elektronika/telefony-komorkowe/motorola,olx.pl,1,0,96,7,0,0,0,0,1,,
https://mainichi.jp/auth/check_login.php?url=http%3A%2F%2Fmainichi.jp%2Farea%2Fkanagawa%2Fnews%2F20150513ddlk14100178000c.html,mainichi.jp,1,0,126,2,0,0,0,0,1,23.0,2025-03-31 00:00:00
http://buzzfil.net/article/5529/c-mignon/regardez-ce-que-fait-ce-beau-bebe-lorsque-son-pere-souffle-un-pissenlit-trop-mignon-9.html?href=inner_website,buzzfil.net,1,0,150,4,0,0,0,0,1,9.0,2025-02-09 18:46:12
http://thechive.com/2015/05/05/touching-proof-that-dogs-and-cats-can-be-the-best-of-friends-11-photos/,thechive.com,1,0,102,5,0,0,0,0,1,16.0,2025-02-23 04:59:59
http://ap.org/Content/AP-In-The-News/2014/Cabot-Prize-honors-6-journalists-for-LatAm-work,ap.org,1,0,89,4,0,0,0,0,1,33.0,2028-07-24 04:00:00
http://olx.ro/i2/anunturi-agricole/seminte-plante-pomi/seminte-legume/anunturi-agricole/seminte-plante-pomi/seminte-legume,olx.ro,1,0,122,7,0,0,0,0,1,18.0,2025-08-01 00:00:00
http://plarium.com/es/juegos-de-estrategia/stormfall-age-of-war/noticias/cambios-en-las-recompensas-de-las-misiones-de-liga/,plarium.com,1,0,124,6,0,0,0,0,1,14.0,2025-04-04 20:54:03
http://torcache.net/torrent/B8DFBA2D0010175222B14C70C33C45FB14C0058C.torrent?title=[kickass.to]the.loft.2014.1080p.hdrip.dd5.1.nl.en.subs.p2h,torcache.net,1,0,141,2,0,0,0,0,1,13.0,2025-04-29 11:29:16
http://zozo.jp/shop/ameliermajesticlegon/?price=proper&p_ssy=2015&p_ssm=5&p_ssd=13&p_sey=2015&p_sem=5&p_sed=13&dstk=2,zozo.jp,1,0,117,3,0,0,0,0,1,20.0,2025-02-28 00:00:00
http://correios.com.br/para-voce/consultas-e-solicitacoes/precos-e-prazos/servicos-nacionais_pasta/impresso-normal,correios.com.br,1,0,114,5,0,0,0,0,1,26.0,2028-10-30 00:00:00
http://motthegioi.vn/van-hoa/thanh-loc-my-uyentrieu-thi-ha-angela-phuong-trinh-di-lam-dai-su-188087.html,motthegioi.vn,0,0,104,2,0,0,0,0,0,,
http://distractify.com/post/related/id/551aedd94a0c4bdb7b40ce02/skip/10/limit/10/back/0,distractify.com,1,0,87,10,0,0,0,0,1,11.0,2025-01-29 09:58:25
http://torcache.net/torrent/F0658AD2B6D82C18005CABEB40FC266B20FBF165.torrent?title=[kickass.to]cinquanta.sfumature.di.grigio.2015.italian.md.dual.1080p.r6.webrip.x264.team,torcache.net,1,0,171,2,0,0,0,0,1,13.0,2025-04-29 11:29:16
http://distractify.com/post/related/id/554900f24a0c4bab5a89ea60/skip/30/limit/10/back/0,distractify.com,1,0,87,10,0,0,0,0,1,11.0,2025-01-29 09:58:25
http://kenh14.vn/kham-pha/su-that-ve-lucy-con-nguoi-chi-su-dung-10-bo-nao-cua-minh-20140826042035807.chn,kenh14.vn,1,0,104,2,0,0,0,0,1,,
http://grantland.com/the-triangle/half-baked-one-victory-parade-two-different-kinds-of-tears/,grantland.com,1,0,93,3,0,0,0,0,1,27.0,2025-06-11 04:00:00
http://metro.co.uk/2015/05/13/father-found-hanged-after-bodies-of-twin-daughters-and-mothers-were-discovered-5195576/,metro.co.uk,1,0,117,5,0,0,0,0,1,28.0,2028-06-17 00:00:00
https://creativemarket.com/mucahitgayiran/83407-Art-Equipments-Scene-Generator-V4/screenshots/,creativemarket.com,1,0,94,4,0,0,1,0,1,26.0,2025-04-28 04:00:00
http://themeforest.net/item/sleek-startup-landing-page-bootstrap-wp-theme/full_screen_preview/11088452,themeforest.net,1,0,102,4,0,0,0,0,1,16.0,2025-11-27 03:49:29
http://ap.org/Content/Press-Release/2012/Jennifer-Agiesta-promoted-to-director-of-polling-for-AP,ap.org,1,0,96,4,0,0,0,0,1,33.0,2028-07-24 04:00:00
http://steamcommunity.com/id/emperorgandhi/recommended/440/%22http://steamcommunity.com/discussions/%22,steamcommunity.com,1,0,103,9,1,0,0,0,1,18.0,2025-05-28 02:08:53
http://mixi.jp/system/app_beacon.pl?beacon_params=cmFua2luZ19hbGxfdG9wLDQwNzUyIDQwNzk2IDQwODAyIDQwNzk5IDQwNjAwIDQwMzI0IDM5ODI4IDM5MTg5IDQwMzg1IDM5NzMzIDQwNzkxIDI1NjY5IDMyMjkxIDQwNDEzIDM5ODMxIDMyMDAyIDQwNDg4IDQwNzcwIDM1MzU1IDMxOTU5,mixi.jp,1,0,230,2,0,0,0,0,1,20.0,2024-12-31 00:00:00
http://nguyentandung.org/uc-keu-goi-trung-quoc-khong-tuyen-bo-vung-nhan-dien-phong-khong-bien-dong.html,nguyentandung.org,1,0,103,1,0,0,0,0,1,13.0,2024-10-30 05:10:57
http://torcache.net/torrent/723F3063609C60EBB759B38DA5CE3F71CB8000A6.torrent?title=[kickass.to]the.flash.2014.s01e21.grodd.lives.1080p.web.dl.dd5.1.h.264.yfn,torcache.net,1,0,157,2,0,0,0,0,1,13.0,2025-04-29 11:29:16
http://distractify.com/post/related/id/55240b434a0c4bb1506d7bbe/skip/20/limit/10/back/0,distractify.com,1,0,87,10,0,0,0,0,1,11.0,2025-01-29 09:58:25
http://tobogo.net/cdsb/board.php?board=storymovie&bm=view&no=8372&category=&auth=&page=1&search=&keyword=&recom=,tobogo.net,1,0,112,2,0,0,0,0,1,7.0,2025-08-06 18:26:17
http://distractify.com/post/related/id/5550c0da4a0c4be20984eae5/skip/50/limit/10/back/0,distractify.com,1,0,87,10,0,0,0,0,1,11.0,2025-01-29 09:58:25
http://emgn.com/entertainment/to-heal-this-mother-sold-her-still-born-childs-crib-what-happened-to-it-will-bring-you-to-tears/,emgn.com,0,0,126,3,0,0,0,0,0,20.0,2025-06-20 18:57:38
