urls,Domain,IP Address in URL,@ Symbol in URL,Length of URL,Depth of URL,"Redirection ""//"" in URL",http/https in Domain name,Using URL Shortening Services,"Prefix or Suffix ""-"" in Domain",DNS Record,Age of Domain,End Period of Domain
https://bafkreie5f25zw6guwtd6k6b3yjrabi34xd3nd7dqc646vwywhtkvhuk42m.ipfs.nftstorage.link,bafkreie5f25zw6guwtd6k6b3yjrabi34xd3nd7dqc646vwywhtkvhuk42m.ipfs.nftstorage.link,1,0,88,0,0,0,0,0,1,2.0,2028-02-11 10:44:03.906000
https://pfgarberr.wixsite.com/my-site,pfgarberr.wixsite.com,1,0,37,1,0,0,0,0,1,,
https://collectif-f51962.ingress-comporellon.ewp.live/wp-content/plugins/landbouw/pages/region.php,collectif-f51962.ingress-comporellon.ewp.live,1,0,98,5,0,0,0,1,1,2.0,2027-05-26 13:46:56
https://docs.google.com/presentation/d/e/2PACX-1vTjZqkz9WLF_fIkIcsI-55f82BDYMStPQsVxmaHZhgoTYCKH2mt0Y2bi6oD8g3z6zUUWkVE9_sZhpUo/pub?start=false&amp;loop=false&amp;delayms=3000,docs.google.com,1,0,175,5,0,0,0,0,1,26.0,2028-09-14 04:00:00
https://telstra-104891.weeblysite.com/,telstra-104891.weeblysite.com,1,0,38,1,0,0,0,1,1,11.0,2024-12-19 04:07:22
https://cloudflare-ipfs.com/ipfs/bafybeibajru4aogzmkol3evjwonxdeqnmdsqlvcee6vtrmnunfszd424ba/aruba.it.html,cloudflare-ipfs.com,1,0,106,3,0,0,0,1,1,6.0,2032-05-30 14:15:34
https://tinyurl.com/publons-JABB,tinyurl.com,1,0,32,1,0,0,1,0,1,22.0,2029-01-27 06:17:41
https://bit.ly/4fHYwWb,bit.ly,1,0,22,1,0,0,1,0,1,16.0,2032-05-17 22:00:00
https://geminilogenne.gitbook.io/us,geminilogenne.gitbook.io,1,0,35,1,0,0,0,0,1,10.0,2025-03-30 06:09:09
https://coinbaeprol0gin.gitbook.io/us,coinbaeprol0gin.gitbook.io,1,0,37,1,0,0,0,0,1,10.0,2025-03-30 06:09:09
https://uprankk.in/thoo/chinaMail%20Fud2023_done/china/,uprankk.in,1,0,55,4,0,0,0,0,1,0.0,2026-04-05 06:14:04
https://tinyurl.com/2p84b3rs,tinyurl.com,1,0,28,1,0,0,1,0,1,22.0,2029-01-27 06:17:41
https://servicecomptarhs-dot-yamm-track.appspot.com/2OgODfYicTckpFH6lwhwyPUGbhaAbHUNC37_CAwTZy5a9cauckAExy75qt7z_luRRgc3n7WogdY80SVOnTrf1y7tFkva3PwXI3nf-jBSrgiesc1ooi3b4rpYtU33StGZCKzbkVTjHPrIfkDRZOPXEHOOlxaZIZXtK8A8892V-PyY4QQlwsUIYnPxilMKj443NMNHSj4mQ9jQLcLfswbGKtR82TnNtlEN-N2anM07XCiIZh_35XPas2TmFdrkolr2ohR-hrHrY9PLD8wvr8am_5VKYBHwBVzZlMLvawLCO94BmDKd1eQVICynWa2Cgnwvm23tSL6l8cMAqhILKpdzWoAyfOfq5p3hGUdqbAeKt9jaMudtU70ae8CzCV2zkJSE8KzvkTEXUOv1E6cQl7-YzdTUfYBbkr_WYQoSjOEAhgZbfhWzvCJrviTbNMA7zhrCJrMT9k3c,servicecomptarhs-dot-yamm-track.appspot.com,1,0,508,1,0,0,1,1,1,,
https://pub-4054e7f05a57459e88c44b940037f4fb.r2.dev/wnnslo.htm,pub-4054e7f05a57459e88c44b940037f4fb.r2.dev,1,0,62,1,0,0,0,1,1,2.0,2025-08-23 14:38:38
https://accesrewards.web.app/#/,accesrewards.web.app,1,0,31,1,0,0,0,0,1,,
https://kyaa.info/lk29c,kyaa.info,1,0,23,1,0,0,0,0,1,2.0,2025-02-12 19:31:24
https://docs.google.com/presentation/d/e/2PACX-1vTVuAZPV80r-uOK5627Cqy0ZICWu_NLC18huXuHRTLVsh3s-VnRTOoLphDV6VFzL-1e4bBRdZsaV6DF/pub?start=false&loop=false&delayms=3000,docs.google.com,1,0,167,5,0,0,0,0,1,26.0,2028-09-14 04:00:00
https://domappcheckomeg19.web.app/,domappcheckomeg19.web.app,1,0,34,1,0,0,0,0,1,,
http://www.rta-home.gorilllaflows.com,www.rta-home.gorilllaflows.com,1,0,37,0,0,0,0,1,1,0.0,2024-12-14 07:10:33
https://hypeprimates.web.app/,hypeprimates.web.app,1,0,29,1,0,0,0,0,1,,
https://surl.li/pxyjzg,surl.li,1,0,22,1,0,0,0,0,1,,
https://rambolum678544894.weebly.com/,rambolum678544894.weebly.com,1,0,37,1,0,0,0,0,1,18.0,2025-03-28 23:25:07
https://ipfs.eth.aragon.network/ipfs/bafkreigxbcyyfeyae72uxpudn4ggkhkvmfazvjcg37yzokcy5ae6c2cy4q,ipfs.eth.aragon.network,1,0,96,2,0,0,0,0,1,7.0,2025-03-29 14:11:10
https://treazalese.gitbook.io/us,treazalese.gitbook.io,1,0,32,1,0,0,0,0,1,10.0,2025-03-30 06:09:09
https://colombiaups.store/,colombiaups.store,0,0,26,1,0,0,0,0,0,0.0,2025-08-22 23:59:59
http://zuza.stefek.szczecin.pl/Webmail/45/Webmail/webmail.php,zuza.stefek.szczecin.pl,1,0,61,4,0,0,0,0,1,,
https://leear-k-trezuur.gitbook.io/us,leear-k-trezuur.gitbook.io,1,0,37,1,0,0,0,1,1,10.0,2025-03-30 06:09:09
https://coinxextension.gitbook.io/us,coinxextension.gitbook.io,1,0,36,1,0,0,0,0,1,10.0,2025-03-30 06:09:09
https://lookerstudio.google.com/reporting/4d840f9e-a236-4991-909e-67ace078b763/page/1M?s=utD9bBjXL80,lookerstudio.google.com,1,0,100,4,0,0,0,0,1,26.0,2028-09-14 04:00:00
https://candystoresmiles.activehosted.com/f/1,candystoresmiles.activehosted.com,1,0,45,2,0,0,0,0,1,20.0,2025-09-01 23:57:45
https://forms.office.com/pages/responsepage.aspx?id=DQSIkWdsW0yxEjajBLZtrQAAAAAAAAAAAAO__WN1clNUMFBNSFU5NENVT1JYOEdOQ1BQNlRSOUEwTy4u&amp;fbclid=IwAR3UvMjXltUm0P47JEjc8YdiwB9LVyxYbU_PoFFOL48RG7EEDjmgECBN35Q,forms.office.com,1,0,205,2,0,0,0,0,1,25.0,2025-04-20 04:00:00
https://ashleybecklivenueve.firebaseapp.com/,ashleybecklivenueve.firebaseapp.com,1,0,44,1,0,0,0,0,1,,
https://docs.google.com/presentation/d/e/2PACX-1vRu2mwVilqmQs6urf7OBtrgxXh5S2xGymJZBkL7efP93l95s5aKMlE98uWza07FEHZkQEBvb5m1vxYp/pub?start=false&amp;loop=false&amp;delayms=3000,docs.google.com,1,0,175,5,0,0,0,0,1,26.0,2028-09-14 04:00:00
https://inrvnacinec.webcindario.com/,inrvnacinec.webcindario.com,1,0,36,1,0,0,0,0,1,23.0,2028-02-28 12:45:04
https://phaontm-wallem.gitbook.io/us,phaontm-wallem.gitbook.io,1,0,36,1,0,0,0,1,1,10.0,2025-03-30 06:09:09
https://edikhtgsbdc.weebly.com/,edikhtgsbdc.weebly.com,1,0,31,1,0,0,0,0,1,18.0,2025-03-28 23:25:07
https://pub-fb64ea31bb8643b9ba99ea2c2245117c.r2.dev/CHAMELEONdjhj.html,pub-fb64ea31bb8643b9ba99ea2c2245117c.r2.dev,1,0,70,1,0,0,0,1,1,2.0,2025-08-23 14:38:38
https://dwjporbh.top,dwjporbh.top,0,0,20,0,0,0,0,0,0,0.0,2025-07-30 08:27:32
https://dotzbr-prod.mirakl.net/login/oauth2/mirakl-sso?prompt=none,dotzbr-prod.mirakl.net,1,0,66,3,0,0,0,1,1,11.0,2024-11-06 10:10:45
https://warehll.xyz/,warehll.xyz,0,0,20,1,0,0,0,0,0,0.0,2025-08-12 23:59:59
https://ejusdemfarin.firebaseapp.com/,ejusdemfarin.firebaseapp.com,1,0,37,1,0,0,0,0,1,,
https://forms.office.com/pages/responsepage.aspx?id=DQSIkWdsW0yxEjajBLZtrQAAAAAAAAAAAAO__WN1clNUMFBNSFU5NENVT1JYOEdOQ1BQNlRSOUEwTy4u&amp;fbclid=IwAR2mrgYyVtcJm4QBWZPakSf6g3AdqZnvEUc_qPJXssmiophClStI_up5S04,forms.office.com,1,0,205,2,0,0,0,0,1,25.0,2025-04-20 04:00:00
https://visionsfcuview.org/signin,visionsfcuview.org,0,0,33,1,0,0,0,0,0,0.0,2025-08-09 12:32:47
https://tinyurl.com/25ub4934,tinyurl.com,1,0,28,1,0,0,1,0,1,22.0,2029-01-27 06:17:41
https://docs.google.com/presentation/d/e/2PACX-1vS-xzia860f71R_LYoYdsokBva_-y9Hy5OLQ11kR_bTr0hNdUxVWtE594bjHdlwrq-RMgTRBoYOMO6v/pub?start=false&amp;loop=false&amp;delayms=3000,docs.google.com,1,0,175,5,0,0,0,0,1,26.0,2028-09-14 04:00:00
https://tinyurl.com/yoertcu9,tinyurl.com,1,0,28,1,0,0,1,0,1,22.0,2029-01-27 06:17:41
https://pub-f350397a253c48a5aa1ad4e92dc5f4e9.r2.dev/Alldomain-index.html,pub-f350397a253c48a5aa1ad4e92dc5f4e9.r2.dev,1,0,72,1,0,0,0,1,1,2.0,2025-08-23 14:38:38
https://service.royalmailukm.info/,service.royalmailukm.info,0,0,34,1,0,0,0,0,0,0.0,2025-08-22 18:24:00
https://recoversupporttt.start.page/,recoversupporttt.start.page,1,0,36,1,0,0,0,0,1,3.0,2025-03-17 01:30:18
https://coinbsextnnsins.gitbook.io/us,coinbsextnnsins.gitbook.io,1,0,37,1,0,0,0,0,1,10.0,2025-03-30 06:09:09
https://d49479ec.sibforms.com/serve/MUIFACIkRe1uHvZ5EsNZlRyuQ6IFZ_obtZB_5BdLFN7mJnWt_X9VN9pBWm_lxF5iYH7p9bNoRjaoyMvbu1AK9Utu2Fxzt9l3h-U-P2SU4RMVEUpeCkqlRnXZYQXFnmDUw2wVKm20EnAhfgUV4xeYSfVNCuKEdQdrNReSytuwjXhOyj2LjwduhpDCtBhRNA53E-sCCxBWWLJRZWoO,d49479ec.sibforms.com,1,0,244,2,0,0,0,0,1,6.0,2025-07-04 07:18:13
https://sparkass-sidcheck6.firebaseapp.com/,sparkass-sidcheck6.firebaseapp.com,1,0,43,1,0,0,0,1,1,,
https://grab1.icu/?entity=31321,grab1.icu,0,0,31,1,0,0,0,0,0,0.0,2025-07-19 23:59:59
https://qrco.de/bfKYMj,qrco.de,1,0,22,1,0,0,0,0,1,,
https://bit.ly/3W4abXu,bit.ly,1,0,22,1,0,0,1,0,1,16.0,2032-05-17 22:00:00
https://david-base376573.pages.dev/,david-base376573.pages.dev,1,0,35,1,0,0,0,1,1,,
https://docs.google.com/presentation/d/e/2PACX-1vQ-k7vgNnGoNeMTn32KKIAd6BkI0Wb2uRcvzocLHneOFsGV4NQA6do56_MOuDnOcjzUOpcQkMLTBMU0/pub?start=true&amp;loop=true&amp;delayms=1000,docs.google.com,1,0,173,5,0,0,0,0,1,26.0,2028-09-14 04:00:00
https://express-sy-maj.top/,express-sy-maj.top,0,0,27,1,0,0,0,1,0,0.0,2025-08-09 04:38:44
https://docs.google.com/presentation/d/e/2PACX-1vRBa1ogbGAQliM9Z5rSuzqCJpOeZAoCNjn0kSZ86Wk03RFKgNAb7M7l7SPVMyRSRlqS5jSRSNFIi2N4/pub?start=false&amp;loop=false&amp;delayms=3000,docs.google.com,1,0,175,5,0,0,0,0,1,26.0,2028-09-14 04:00:00
https://bt-103020.weeblysite.com/,bt-103020.weeblysite.com,1,0,33,1,0,0,0,1,1,11.0,2024-12-19 04:07:22
https://q-r.to/bfJ0A4,q-r.to,1,0,21,1,0,0,0,1,1,,
http://navernewsletter-7fmeelx50-steveappeal77-gmailcom.vercel.app/,navernewsletter-7fmeelx50-steveappeal77-gmailcom.vercel.app,1,0,67,1,0,0,0,1,1,,
https://facebookcenter1001982749871.web.app/,facebookcenter1001982749871.web.app,1,0,44,1,0,0,0,0,1,,
https://btbroadbandpllcc.weebly.com/,btbroadbandpllcc.weebly.com,1,0,36,1,0,0,0,0,1,18.0,2025-03-28 23:25:07
https://telegra.ph/British-Telecommunication-08-13,telegra.ph,1,0,50,1,0,0,0,0,1,,
https://home-apps--metmaask-ex.gitbook.io/us,home-apps--metmaask-ex.gitbook.io,1,0,44,1,0,0,0,1,1,10.0,2025-03-30 06:09:09
https://alloua.info/,alloua.info,0,0,20,1,0,0,0,0,0,0.0,2025-07-29 21:27:44
https://service000.weebly.com/,service000.weebly.com,1,0,30,1,0,0,0,0,1,18.0,2025-03-28 23:25:07
https://docs.google.com/presentation/d/e/2PACX-1vSh5K3rljDdI1liWecP8sW7CbhDOm9XCAs0SdlMCO1__JCCozKs0dfUd9wUnj6UjFKvrmQRgXYvAADn/pub?start=false&loop=false&delayms=3000&slide=id.p,docs.google.com,1,0,178,5,0,0,0,0,1,26.0,2028-09-14 04:00:00
https://pttgovbfegroup.icu/,pttgovbfegroup.icu,0,0,27,1,0,0,0,0,0,,
https://www.dropbox.com/scl/fi/k2kd65xrfldzaoevd2yg6/Checking-Active-Service.papert?rlkey=sljy0wajho4dpnc1obr034rv8&dl=0,www.dropbox.com,1,0,120,4,0,0,1,0,1,29.0,2025-06-27 04:00:00
https://qrco.de/bfKGq4,qrco.de,1,0,22,1,0,0,0,0,1,,
https://swiftchainmulticoin.pages.dev/,swiftchainmulticoin.pages.dev,1,0,38,1,0,0,0,0,1,,
https://tinyurl.com/5njemm44,tinyurl.com,1,0,28,1,0,0,1,0,1,22.0,2029-01-27 06:17:41
https://centrum-109383.weeblysite.com/,centrum-109383.weeblysite.com,1,0,38,1,0,0,0,1,1,11.0,2024-12-19 04:07:22
http://sp572711.sitewiz.co.nz/,sp572711.sitewiz.co.nz,1,0,30,1,0,0,0,0,1,,
https://urlz.fr/rRCk,urlz.fr,1,0,20,1,0,0,0,0,1,13.0,2027-05-14 15:38:28
https://cf-ipfs.com/ipfs/QmYFKQ73xFjuS1FieYFjWGNpk3RwjYwns2mPJvqwLTrycK/fsvsdjb76232g.html,cf-ipfs.com,1,0,90,3,0,0,0,1,1,5.0,2032-12-05 16:31:16
https://pub-e9c879a190ed4ed7bc729bef9fc74eff.r2.dev/index.html,pub-e9c879a190ed4ed7bc729bef9fc74eff.r2.dev,1,0,62,1,0,0,0,1,1,2.0,2025-08-23 14:38:38
https://cttposter.top/,cttposter.top,1,0,22,1,0,0,0,0,1,0.0,2025-08-07 16:30:47
https://cloudflare-ipfs.com/ipfs/bafybeig4kuskm3b3u2yww2hjym543cpb5jwlp2ing6viznd4csskt5q5e4#info@banrural.com.gt,cloudflare-ipfs.com,1,1,113,2,0,0,0,1,1,6.0,2032-05-30 14:15:34
